%time,field.theta,field.phi,field.psi,field.theta_dot,field.phi_dot,field.psi_dot,field.psi_gyro_integration,field.dt,field.succ_read
1468016215579957008,3.25,-1.296875,192.960418701,-0.492927730083,-0.553772270679,0.527931451797,157.573074341,0.00100953201763,1
1468016215581047058,3.25,-1.296875,192.960418701,-0.492927730083,-0.553772270679,0.527931451797,157.5730896,0.00111719802953,1
1468016215582127094,3.25,-1.296875,192.960418701,-0.492927730083,-0.553772270679,0.527931451797,157.573120117,0.00112653104588,1
1468016215584886074,3.25,-1.296875,192.960418701,-0.492927730083,-0.553772270679,0.527931451797,157.573165894,0.00248547596857,1
1468016215585617065,3.25,-1.296875,192.960418701,-0.492927730083,-0.553772270679,0.527931451797,157.573165894,0.000141248005093,1
1468016215586198091,3.25,-1.296875,192.960418701,-0.492927730083,-0.553772270679,0.527931451797,157.573181152,0.0008136589895,1
1468016215629623889,3.25,-1.296875,192.960418701,-0.492927730083,-0.553772270679,0.527931451797,157.574081421,0.0437966734171,1
1468016215630867004,3.25,-1.296875,192.960418701,-0.492927730083,-0.553772270679,0.527931451797,157.574111938,0.00125711294822,1
1468016215631747007,3.25,-1.296875,192.960418701,-0.492927730083,-0.553772270679,0.527931451797,157.574127197,0.00101519899908,1
1468016215632844924,3.25,-1.296875,192.960418701,-0.492927730083,-0.553772270679,0.527931451797,157.574157715,0.00113319803495,1
1468016215633805990,3.25,-1.296875,192.960418701,-0.492927730083,-0.553772270679,0.527931451797,157.574172974,0.00099540699739,1
1468016215635075092,3.25,-1.296875,192.960418701,-0.492927730083,-0.553772270679,0.527931451797,157.574203491,0.00122694694437,1
1468016215636305093,3.25,-1.296875,192.960418701,-0.492927730083,-0.553772270679,0.527931451797,157.57421875,0.00114611396566,1
1468016215637512922,3.25,-1.296875,192.960418701,-0.492927730083,-0.553772270679,0.527931451797,157.574234009,0.00109607295599,1
1468016215638569116,3.25,-1.296875,192.960418701,-0.492927730083,-0.553772270679,0.527931451797,157.574264526,0.00123769696802,1
1468016215639957904,3.25,-1.296875,192.960418701,-0.492927730083,-0.553772270679,0.527931451797,157.574295044,0.00137490301859,1
1468016215640746116,3.25,-1.296875,192.960418701,-0.492927730083,-0.553772270679,0.527931451797,157.574310303,0.000775951019023,1
1468016215642061948,3.25,-1.296875,192.960418701,-0.492927730083,-0.553772270679,0.527931451797,157.57434082,0.00138731999323,1
1468016215643317937,3.25,-1.296875,192.960418701,-0.492927730083,-0.553772270679,0.527931451797,157.574371338,0.00124053005129,1
1468016215644042968,3.25,-1.296875,192.960418701,-0.492927730083,-0.553772270679,0.527931451797,157.574386597,0.00073120201705,1
1468016215645256042,3.25,-1.296875,192.960418701,-0.492927730083,-0.553772270679,0.527931451797,157.574401855,0.00111919699702,1
1468016215646315097,3.25,-1.296875,192.960418701,-0.492927730083,-0.553772270679,0.527931451797,157.574432373,0.00111911504064,1
1468016215647438049,3.25,-1.296875,192.960418701,-0.492927730083,-0.553772270679,0.527931451797,157.574462891,0.00115827994887,1
1468016215648507118,3.25,-1.296875,192.960418701,-0.492927730083,-0.553772270679,0.527931451797,157.574478149,0.0010890730191,1
1468016215649673938,3.25,-1.296875,192.960418701,-0.492927730083,-0.553772270679,0.527931451797,157.574493408,0.00115207303315,1
1468016215650851011,3.25,-1.296875,192.960418701,-0.492927730083,-0.553772270679,0.527931451797,157.574508667,0.00111657299567,1
1468016215651837110,3.25,-1.296875,192.960418701,-0.492927730083,-0.553772270679,0.527931451797,157.574539185,0.00101749005262,1
1468016215653126955,3.25,-1.296875,192.960418701,-0.492927730083,-0.553772270679,0.527931451797,157.574554443,0.00120832200628,1
1468016215654150962,3.25,-1.296875,192.960418701,-0.492927730083,-0.553772270679,0.527931451797,157.574584961,0.00113369699102,1
1468016215655325889,3.25,-1.296875,192.960418701,-0.492927730083,-0.553772270679,0.527931451797,157.57460022,0.00112036394421,1
1468016215656414985,3.25,-1.296875,192.960418701,-0.492927730083,-0.553772270679,0.527931451797,157.574615479,0.00111673900392,1
1468016215658070087,3.25,-1.296875,192.960418701,-0.492927730083,-0.553772270679,0.527931451797,157.574630737,0.00112065603025,1
1468016215658853054,3.25,-1.296875,192.960418701,-0.492927730083,-0.553772270679,0.527931451797,157.574661255,0.00112394802272,1
1468016215659862995,3.25,-1.296875,192.960418701,-0.492927730083,-0.553772270679,0.527931451797,157.574676514,0.0011396559421,1
1468016215661000967,3.25,-1.296875,192.960418701,-0.492927730083,-0.553772270679,0.527931451797,157.574691772,0.00110615696758,1
1468016215662508010,3.25,-1.296875,192.960418701,-0.492927730083,-0.553772270679,0.527931451797,157.57472229,0.00147890299559,1
1468016215663211107,3.25,-1.296875,192.960418701,-0.492927730083,-0.553772270679,0.527931451797,157.574737549,0.000780576025136,1
1468016215664374113,3.25,-1.296875,192.960418701,-0.492927730083,-0.553772270679,0.527931451797,157.574768066,0.00114336400293,1
1468016215666065931,3.25,-1.296875,192.960418701,-0.492927730083,-0.553772270679,0.527931451797,157.574783325,0.00160069402773,1
1468016215667169094,3.25,-1.296875,192.960418701,-0.492927730083,-0.553772270679,0.527931451797,157.574798584,0.000634534982964,1
1468016215667866945,3.25,-1.296875,192.960418701,-0.492927730083,-0.553772270679,0.527931451797,157.574813843,0.0011324059451,1
1468016215668875932,3.25,-1.296875,192.960418701,-0.492927730083,-0.553772270679,0.527931451797,157.57484436,0.00111919804476,1
1468016215670406103,3.25,-1.296875,192.960418701,-0.492927730083,-0.553772270679,0.527931451797,157.574859619,0.00136752799153,1
1468016215671354055,3.25,-1.296875,192.960418701,-0.492927730083,-0.553772270679,0.527931451797,157.574890137,0.000866867019795,1
1468016215672281980,3.25,-1.296875,192.960418701,-0.492927730083,-0.553772270679,0.527931451797,157.574905396,0.00113832205534,1
1468016215673394918,3.25,-1.296875,192.960418701,-0.492927730083,-0.553772270679,0.527931451797,157.574920654,0.0011118639959,1
1468016215674463033,3.25,-1.296875,192.960418701,-0.492927730083,-0.553772270679,0.527931451797,157.574935913,0.00111769803334,1
1468016215675621986,3.25,-1.296875,192.960418701,-0.492927730083,-0.553772270679,0.527931451797,157.574966431,0.00113111396786,1
1468016215676706075,3.25,-1.296875,192.960418701,-0.492927730083,-0.553772270679,0.527931451797,157.574981689,0.00110436498653,1
1468016215677819967,3.25,-1.296875,192.960418701,-0.492927730083,-0.553772270679,0.527931451797,157.574996948,0.00113890599459,1
1468016215679003953,3.25,-1.296875,192.960418701,-0.492927730083,-0.553772270679,0.527931451797,157.575012207,0.00111944705714,1
1468016215680182933,3.25,-1.296875,192.960418701,-0.492927730083,-0.553772270679,0.527931451797,157.575042725,0.0011406140402,1
1468016215681288957,3.25,-1.296875,192.960418701,-0.492927730083,-0.553772270679,0.527931451797,157.575057983,0.00110207300168,1
1468016215682315111,3.25,-1.296875,192.960418701,-0.492927730083,-0.553772270679,0.527931451797,157.575073242,0.00111890700646,1
1468016215683388948,3.25,-1.296875,192.960418701,-0.492927730083,-0.553772270679,0.527931451797,157.575088501,0.00112723896746,1
1468016215684540033,3.25,-1.296875,192.960418701,-0.492927730083,-0.553772270679,0.527931451797,157.575119019,0.00112565595191,1
1468016215685678958,3.25,-1.296875,192.960418701,-0.492927730083,-0.553772270679,0.527931451797,157.575134277,0.00111465598457,1
1468016215686754941,3.25,-1.296875,192.960418701,-0.492927730083,-0.553772270679,0.527931451797,157.575149536,0.00114548904821,1
1468016215687916040,3.25,-1.296875,192.960418701,-0.492927730083,-0.553772270679,0.527931451797,157.575164795,0.00110144796781,1
1468016215732279062,3.25,-1.296875,192.960418701,-1.42292773724,1.32122778893,-4.15206861496,157.568023682,0.0441221296787,1
1468016215733261108,3.25,-1.296875,192.960418701,-1.42292773724,1.32122778893,-4.15206861496,157.567855835,0.00113732297905,1
1468016215734333038,3.25,-1.296875,192.960418701,-1.42292773724,1.32122778893,-4.15206861496,157.567672729,0.00111690594349,1
1468016215735454082,3.25,-1.296875,192.960418701,-1.42292773724,1.32122778893,-4.15206861496,157.567474365,0.00116003095172,1
1468016215736558914,3.25,-1.296875,192.960418701,-1.42292773724,1.32122778893,-4.15206861496,157.56729126,0.00111128098797,1
1468016215737744092,3.25,-1.296875,192.960418701,-1.42292773724,1.32122778893,-4.15206861496,157.567123413,0.00108973996248,1
1468016215738863945,3.25,-1.296875,192.960418701,-1.42292773724,1.32122778893,-4.15206861496,157.566940308,0.00112382299267,1
1468016215740067005,3.25,-1.296875,192.960418701,-1.42292773724,1.32122778893,-4.15206861496,157.566757202,0.00113303097896,1
1468016215741133928,3.25,-1.296875,192.960418701,-1.42292773724,1.32122778893,-4.15206861496,157.566574097,0.00112653104588,1
1468016215742126941,3.25,-1.296875,192.960418701,-1.42292773724,1.32122778893,-4.15206861496,157.566390991,0.00111636496149,1
1468016215743263006,3.25,-1.296875,192.960418701,-1.42292773724,1.32122778893,-4.15206861496,157.566207886,0.00112594803795,1
1468016215744467973,3.25,-1.296875,192.960418701,-1.42292773724,1.32122778893,-4.15206861496,157.56602478,0.0011231979588,1
1468016215745668888,3.25,-1.296875,192.960418701,-1.42292773724,1.32122778893,-4.15206861496,157.565856934,0.00113194796722,1
1468016215746682882,3.25,-1.296875,192.960418701,-1.42292773724,1.32122778893,-4.15206861496,157.565673828,0.00112928100862,1
1468016215747942924,3.25,-1.296875,192.960418701,-1.42292773724,1.32122778893,-4.15206861496,157.565490723,0.00110544799827,1
1468016215748930931,3.25,-1.296875,192.960418701,-1.42292773724,1.32122778893,-4.15206861496,157.565307617,0.00112203101162,1
1468016215750097036,3.25,-1.296875,192.960418701,-1.42292773724,1.32122778893,-4.15206861496,157.565109253,0.00115319795441,1
1468016215751281976,3.25,-1.296875,192.960418701,-1.42292773724,1.32122778893,-4.15206861496,157.564941406,0.00109794805758,1
1468016215752417087,3.25,-1.296875,192.960418701,-1.42292773724,1.32122778893,-4.15206861496,157.564758301,0.00111748999916,1
1468016215753437995,3.25,-1.296875,192.960418701,-1.42292773724,1.32122778893,-4.15206861496,157.564575195,0.00112511403859,1
1468016215754554033,3.25,-1.296875,192.960418701,-1.42292773724,1.32122778893,-4.15206861496,157.56439209,0.00113128195517,1
1468016215755736112,3.25,-1.296875,192.960418701,-1.42292773724,1.32122778893,-4.15206861496,157.564208984,0.00111836497672,1
1468016215756802082,3.25,-1.296875,192.960418701,-1.42292773724,1.32122778893,-4.15206861496,157.564025879,0.00112044694833,1
1468016215759685993,3.25,-1.296875,192.960418701,-1.42292773724,1.32122778893,-4.15206861496,157.563598633,0.00264222593978,1
1468016215760379076,3.25,-1.296875,192.960418701,-1.42292773724,1.32122778893,-4.15206861496,157.563583374,0.00011108200124,1
1468016215761045932,3.25,-1.296875,192.960418701,-1.42292773724,1.32122778893,-4.15206861496,157.563476562,0.000642494007479,1
1468016215761666059,3.25,-1.296875,192.960418701,-1.42292773724,1.32122778893,-4.15206861496,157.563293457,0.00110682297964,1
1468016215762684106,3.25,-1.296875,192.960418701,-1.42292773724,1.32122778893,-4.15206861496,157.563064575,0.00139519502409,1
1468016215763551950,3.25,-1.296875,192.960418701,-1.42292773724,1.32122778893,-4.15206861496,157.562927246,0.000856075028423,1
1468016215764679908,3.25,-1.296875,192.960418701,-1.42292773724,1.32122778893,-4.15206861496,157.562744141,0.00114365597256,1
1468016215765844106,3.25,-1.296875,192.960418701,-1.42292773724,1.32122778893,-4.15206861496,157.562576294,0.00108411500696,1
1468016215766959905,3.25,-1.296875,192.960418701,-1.42292773724,1.32122778893,-4.15206861496,157.56237793,0.00114915601443,1
1468016215768074989,3.25,-1.296875,192.960418701,-1.42292773724,1.32122778893,-4.15206861496,157.562210083,0.00113557302393,1
